alpha,X,Y_{cj},Y_{rj},Z,T,V
0.0,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.01,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.02,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.03,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.04,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.05,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.06,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.07,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.08,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.09,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.1,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.11,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.12,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.13,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.14,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.15,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.16,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.17,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.18,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.19,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.2,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.21,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.22,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.23,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.24,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.25,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.26,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.27,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.28,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.29,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.3,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.31,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.32,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.33,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.34,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.35,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.36,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.37,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.38,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.39,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.4,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.41,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.42,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.43,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.44,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.45,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.46,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.47,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.48,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.49,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.5,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.51,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.52,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.53,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.54,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.55,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.56,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.57,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.58,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.59,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.6,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.61,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.62,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.63,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.64,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.65,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.66,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.67,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.68,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.69,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.7,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.71,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.72,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.73,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.74,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.75,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.76,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.77,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.78,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.79,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.8,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.81,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.82,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.83,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.84,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.85,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.86,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.87,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.88,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.89,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.9,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.91,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.92,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.93,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.94,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.95,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.96,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.97,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.98,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
0.99,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.0,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.01,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.02,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.03,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.04,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.05,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.06,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.07,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.08,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.09,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.1,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.11,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.12,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.13,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.14,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.15,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.16,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.17,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.18,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.19,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.2,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.21,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.22,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.23,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.24,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.25,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.26,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.27,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.28,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.29,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.3,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.31,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.32,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.33,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.34,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.35,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.36,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.37,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.38,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.39,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.4,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.41,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.42,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.43,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.44,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.45,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.46,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.47,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.48,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.49,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.5,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.51,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.52,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.53,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.54,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.55,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.56,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.57,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.58,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.59,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.6,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.61,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.62,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.63,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
1.64,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.65,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.66,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.67,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.68,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.69,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.7,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.71,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.72,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.73,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.74,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.75,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.76,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.77,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.78,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.79,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.8,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.81,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.82,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.83,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.84,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.85,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.86,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.87,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.88,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.89,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.9,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.91,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.92,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.93,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.94,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.95,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.96,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.97,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.98,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
1.99,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
2.0,0.2001314492277356,0.1991455800197172,0.10055865921787707,0.19980282615839634,0.19947420308905722,0.10088728228721666
